,,,,,,,,
My Menu,My Menu 1,,,,,,
My Menu,My Menu 2,,,,,,
My Menu,My Menu 3,,,,,,
Exposure/Color,Metering,Face Priority in Multi Metering,Off,?,,,
Exposure/Color,Metering,Spot Metering Point,Center,,,,
Exposure/Color,Metering,Spot Metering Point,Focus Point Link,,,,
Exposure/Color,Metering,AEL w/ Shutter,Auto,,,,
Exposure/Color,Metering,AEL w/ Shutter,On,,,,
Exposure/Color,Metering,AEL w/ Shutter,Off,,,,
Exposure/Color,Flash,Flash Mode,Flash Off,?,,,
Exposure/Color,Flash,Flash Comp.,-3 - +3,,,,
Exposure/Color,Flash,Exp.comp.set,Ambient&flash,,,,
Exposure/Color,Flash,Exp.comp.set,Ambient only,,,,
Exposure/Color,Flash,Wireless Flash,On,,,,
Exposure/Color,Flash,Wireless Flash,Off,?,,,
Exposure/Color,Flash,Red Eye Reduction,On,,,,
Exposure/Color,Flash,Red Eye Reduction,Off,,,,
Exposure/Color,Flash,External Flash Set.,Ext. Flash Firing Set.,?,,,
Exposure/Color,Flash,External Flash Set.,Ext. Flash Cust. Set,?,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,Shutter Speed Range,Maximum Speed,"Sync Speed-1/8000-30""",,
Exposure/Color,Flash,Reg. Flash Shooting Set,Shutter Speed Range,Minimum Speed,"Sync Speed-1/8000-30""",,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO Auto,?,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 50,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 64,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 80,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 125,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 160,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 200,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 250,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 320,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 400,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 500,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 640,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 800,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 1000,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 1250,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 1600,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 2000,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 2500,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 3200,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 4000,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 5000,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 6400,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 8000,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 10000,,,
Exposure/Color,Flash,Reg. Flash Shooting Set,ISO,ISO 12800,,,
Exposure/Color,White Balance,White Balance,Auto,,,,
Exposure/Color,White Balance,White Balance,Daylight,,,,
Exposure/Color,White Balance,White Balance,Shade,,,,
Exposure/Color,White Balance,White Balance,Cloudy,,,,
Exposure/Color,White Balance,White Balance,Incandescent,,,,
Exposure/Color,White Balance,White Balance,"Fluor., Warm White",,,,
Exposure/Color,White Balance,White Balance,"Fluor., Cool White",,,,
Exposure/Color,White Balance,White Balance,"Fluor., Day White",,,,
Exposure/Color,White Balance,White Balance,"Fluor., Daylight",,,,
Exposure/Color,White Balance,White Balance,Flash,,,,
Exposure/Color,White Balance,White Balance,Underwater Auto,,,,
Exposure/Color,White Balance,White Balance,C.Temp./Filter,,,,
Exposure/Color,White Balance,White Balance,Custom 1,,,,
Exposure/Color,White Balance,White Balance,Custom 2,,,,
Exposure/Color,White Balance,White Balance,Custom 3,,,,
Exposure/Color,White Balance,Priority Set in AWB,Standard,,,,
Exposure/Color,White Balance,Priority Set in AWB,Ambience,,,,
Exposure/Color,White Balance,Priority Set in AWB,White,,,,
Exposure/Color,White Balance,Shutter AWB Lock,Shutter Half Press,,,,
Exposure/Color,White Balance,Shutter AWB Lock,Cont. Shooting,,,,
Exposure/Color,White Balance,Shutter AWB Lock,Off,,,,
Exposure/Color,Color/Tone,D-Range Optimizer,Off,,,,
Exposure/Color,Color/Tone,D-Range Optimizer,Auto,,,,
Exposure/Color,Color/Tone,D-Range Optimizer,Lv1,,,,
Exposure/Color,Color/Tone,D-Range Optimizer,Lv2,,,,
Exposure/Color,Color/Tone,D-Range Optimizer,Lv3,,,,
Exposure/Color,Color/Tone,D-Range Optimizer,Lv4,,,,
Exposure/Color,Color/Tone,D-Range Optimizer,Lv5,,,,
Exposure/Color,Color/Tone,Creative Look,ST,,,,
Exposure/Color,Color/Tone,Creative Look,PT,,,,
Exposure/Color,Color/Tone,Creative Look,NT,,,,
Exposure/Color,Color/Tone,Creative Look,VV,,,,
Exposure/Color,Color/Tone,Creative Look,VV2,,,,
Exposure/Color,Color/Tone,Creative Look,FL,,,,
Exposure/Color,Color/Tone,Creative Look,IN,,,,
Exposure/Color,Color/Tone,Creative Look,SH,,,,
Exposure/Color,Color/Tone,Creative Look,BW,,,,
Exposure/Color,Color/Tone,Creative Look,SE,,,,
Exposure/Color,Color/Tone,Creative Look,ST,,,,
Exposure/Color,Color/Tone,Creative Look,FL,,,,
Exposure/Color,Color/Tone,Creative Look,IN,,,,
Exposure/Color,Color/Tone,Creative Look,SH,,,,
Exposure/Color,Color/Tone,Creative Look,VV2,,,,
Exposure/Color,Color/Tone,Creative Look,BW,,,,
Exposure/Color,Color/Tone,Picture Profile,Off,,,,
Exposure/Color,Color/Tone,Picture Profile,PP1,,,,
Exposure/Color,Color/Tone,Picture Profile,PP2,,,,
Exposure/Color,Color/Tone,Picture Profile,PP3,,,,
Exposure/Color,Color/Tone,Picture Profile,PP4,,,,
Exposure/Color,Color/Tone,Picture Profile,PP5,,,,
Exposure/Color,Color/Tone,Picture Profile,PP6,,,,
Exposure/Color,Color/Tone,Picture Profile,PP7,,,,
Exposure/Color,Color/Tone,Picture Profile,PP8,,,,
Exposure/Color,Color/Tone,Picture Profile,PP9,,,,
Exposure/Color,Color/Tone,Picture Profile,PP10,,,,
Exposure/Color,Color/Tone,Picture Profile,PP11,,,,
Exposure/Color,Color/Tone,Soft Skin Effect,On,,,,
Exposure/Color,Color/Tone,Soft Skin Effect,Off,,,,
Exposure/Color,Zebra Display,Zebra Display,On,,,,
Exposure/Color,Zebra Display,Zebra Display,Off,,,,
Exposure/Color,Zebra Display,Zebra Level,70,,,,
Exposure/Color,Zebra Display,Zebra Level,80,,,,
Exposure/Color,Zebra Display,Zebra Level,85,,,,
Exposure/Color,Zebra Display,Zebra Level,90,,,,
Exposure/Color,Zebra Display,Zebra Level,95,,,,
Exposure/Color,Zebra Display,Zebra Level,100,,,,
Exposure/Color,Zebra Display,Zebra Level,100+,,,,
Exposure/Color,Zebra Display,Zebra Level,Custom 1,,,,
Exposure/Color,Zebra Display,Zebra Level,Custom 2,,,,
Focus,AF/MF,Focus Mode,?,,,,
Focus,AF/MF,Priority Set in AF-S,AF,,,,
Focus,AF/MF,Priority Set in AF-S,Release,,,,
Focus,AF/MF,Priority Set in AF-S,Balanced Emphasis,,,,
Focus,AF/MF,Priority Set in AF-C,AF,,,,
Focus,AF/MF,Priority Set in AF-C,Release,,,,
Focus,AF/MF,Priority Set in AF-C,Balanced Emphasis,,,,
Focus,AF/MF,AF Tracking Sensitivity,?,,,,
Focus,AF/MF,AF Illuminator,On,,,,
Focus,AF/MF,AF Illuminator,Off,,,,
Focus,AF/MF,Aperture Drive in AF,Focus Priority,,,,
Focus,AF/MF,Aperture Drive in AF,Standard,,,,
Focus,AF/MF,Aperture Drive in AF,Silent Priority,,,,
Focus,AF/MF,AF w/ Shutter,On,,,,
